Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Assembly BioProject Accession	Assembly BioSample Accession
GCA_964031975.1	cycles.exp.s154	Pseudomonas azotoformans					cycles.exp.s154		PRJEB73309	SAMEA115399789
GCA_964032025.1	cycles.exp.s173	Pseudomonas azotoformans					cycles.exp.s173		PRJEB73309	SAMEA115399808
GCA_964031285.1	cycles.exp.s159	Pseudomonas azotoformans					cycles.exp.s159		PRJEB73309	SAMEA115399794
GCA_964031665.1	cycles.exp.s151	Pseudomonas azotoformans					cycles.exp.s151		PRJEB73309	SAMEA115399786
GCA_964031935.1	cycles.exp.s149	Pseudomonas azotoformans					cycles.exp.s149		PRJEB73309	SAMEA115399784
GCA_964031345.1	cycles.exp.s165	Pseudomonas azotoformans					cycles.exp.s165		PRJEB73309	SAMEA115399800
GCA_964031515.1	cycles.exp.s138	Pseudomonas azotoformans					cycles.exp.s138		PRJEB73309	SAMEA115399773
GCA_964031485.1	cycles.exp.s182	Pseudomonas azotoformans					cycles.exp.s182		PRJEB73309	SAMEA115399817
GCA_964031865.1	cycles.exp.s146	Pseudomonas azotoformans					cycles.exp.s146		PRJEB73309	SAMEA115399781
GCA_964031955.1	cycles.exp.s176	Pseudomonas azotoformans					cycles.exp.s176		PRJEB73309	SAMEA115399811
GCA_964032075.1	cycles.exp.s161	Pseudomonas azotoformans					cycles.exp.s161		PRJEB73309	SAMEA115399796
GCA_964032015.1	cycles.exp.s170	Pseudomonas azotoformans					cycles.exp.s170		PRJEB73309	SAMEA115399805
GCA_964031855.1	cycles.exp.s156	Pseudomonas azotoformans					cycles.exp.s156		PRJEB73309	SAMEA115399791
GCA_036487185.1	ASM3648718v1	Pseudomonas moraviensis		ESBL32					PRJNA904380	SAMN32209610
GCA_040510555.1	ASM4051055v1	Pseudomonas mandelii					T2R6UO_autometa_bin_0026		PRJNA1109856	SAMN41325012
GCA_024169625.1	ASM2416962v1	Pseudomonas poae		P527/13					PRJNA709561	SAMN18244939
GCF_024169625.1	ASM2416962v1	Pseudomonas poae		P527/13					PRJNA709561	SAMN18244939
GCA_900104875.1	IMG-taxon 2642422516 annotated assembly	Pseudomonas marginalis		BS2778					PRJEB16379	SAMN04490199
GCF_900104875.1	IMG-taxon 2642422516 annotated assembly	Pseudomonas marginalis		LMG 17761					PRJEB16379	SAMN04490199
GCA_946480215.1	ERR5385028_bin.1_metawrap_v1.3.0_MAG	Pseudomonas corrugata					ERR5385028_bin.1_metawrap_v1.3.0_MAG		PRJEB55045	SAMEA110698810
GCF_946480215.1	ERR5385028_bin.1_metawrap_v1.3.0_MAG	Pseudomonas corrugata					ERR5385028_bin.1_metawrap_v1.3.0_MAG		PRJEB55045	SAMEA110698810
GCA_008632295.1	ASM863229v1	Pseudomonas marginalis		UKR2					PRJNA565195	SAMN12736603
GCF_008632295.1	ASM863229v1	Pseudomonas marginalis		UKR2					PRJNA565195	SAMN12736603
GCA_943372365.1	JJ-MAC1KOLB2-402-2-mx-bin658	Pseudomonas synxantha					JJ-MAC1KOLB2-402-2-mx-bin658		PRJEB49198	SAMEA14447305
GCA_943372875.1	JJ-MO2C5C5-342-4-mx-bin696	Pseudomonas synxantha					JJ-MO2C5C5-342-4-mx-bin696		PRJEB49198	SAMEA14447397
GCA_943372405.1	JJ-MIK16A5-260-2-mx-bin674	Pseudomonas synxantha					JJ-MIK16A5-260-2-mx-bin674		PRJEB49198	SAMEA14447354
GCA_943372665.1	JJ-MA1B5-281-3-mx-bin650	Pseudomonas synxantha					JJ-MA1B5-281-3-mx-bin650		PRJEB49198	SAMEA14447289
GCA_945901585.1	MsE-30apr19-84	Pseudomonas synxantha					MsE-30apr19-84		PRJEB35640	SAMEA110380173
GCA_943372455.1	JJ-MAC1KOLA6-346-4-mx-bin656	Pseudomonas synxantha					JJ-MAC1KOLA6-346-4-mx-bin656		PRJEB49198	SAMEA14447303
GCA_943371465.1	JJ-MEM5D2-223-1-m1-bin339	Pseudomonas synxantha					JJ-MEM5D2-223-1-m1-bin339		PRJEB49198	SAMEA14447334
GCA_945874835.1	MiE-14oct19-76	Pseudomonas synxantha					MiE-14oct19-76		PRJEB35640	SAMEA110379859
GCA_943373135.1	JJ-MIR1-432-3-mx-bin680	Pseudomonas synxantha					JJ-MIR1-432-3-mx-bin680		PRJEB49198	SAMEA14447365
GCA_943373045.1	JJ-MEM4D-83-5-m2-bin110	Pseudomonas synxantha					JJ-MEM4D-83-5-m2-bin110		PRJEB49198	SAMEA14447328
GCA_001467325.1	ASM146732v1	Pseudomonas marginalis ICMP 11289		ICMP 11289					PRJNA296727	SAMN04102815
GCF_001467325.1	ASM146732v1	Pseudomonas marginalis ICMP 11289		ICMP 11289					PRJNA296727	SAMN04102815
GCA_001467265.1	ASM146726v1	Pseudomonas marginalis ICMP 9505		ICMP 9505					PRJNA296726	SAMN04102814
GCF_001467265.1	ASM146726v1	Pseudomonas marginalis ICMP 9505		ICMP 9505					PRJNA296726	SAMN04102814
GCA_003700955.1	ASM370095v1	Pseudomonas marginalis pv. marginalis		ICMP 9503					PRJNA292453	SAMN03976443
GCF_003700955.1	ASM370095v1	Pseudomonas marginalis pv. marginalis		ICMP 9503					PRJNA292453	SAMN03976443
GCA_003702065.1	ASM370206v1	Pseudomonas marginalis pv. marginalis		ICMP 14937					PRJNA292453	SAMN03976364
GCF_003702065.1	ASM370206v1	Pseudomonas marginalis pv. marginalis		ICMP 14937					PRJNA292453	SAMN03976364
GCA_964032085.1	cycles.exp.s105	Pseudomonas rhodesiae					cycles.exp.s105		PRJEB73309	SAMEA115399740
GCF_964032085.1	cycles.exp.s105	Pseudomonas rhodesiae					cycles.exp.s105		PRJEB73309	SAMEA115399740
GCA_964031495.1	cycles.exp.s118	Pseudomonas rhodesiae					cycles.exp.s118		PRJEB73309	SAMEA115399753
GCF_964031495.1	cycles.exp.s118	Pseudomonas rhodesiae					cycles.exp.s118		PRJEB73309	SAMEA115399753
GCA_963521225.1	ERR9968924_bin.9_MetaWRAP_v1.3_MAG	Pseudomonas rhodesiae					ERR9968924_bin.9_MetaWRAP_v1.3_MAG		PRJEB65351	SAMEA114444606
GCF_963521225.1	ERR9968924_bin.9_MetaWRAP_v1.3_MAG	Pseudomonas rhodesiae					ERR9968924_bin.9_MetaWRAP_v1.3_MAG		PRJEB65351	SAMEA114444606
GCA_032052475.1	ASM3205247v1	Pseudomonas rhodesiae					CTOTU49380		PRJNA850115	SAMN29162013
GCF_032052475.1	ASM3205247v1	Pseudomonas rhodesiae					CTOTU49380		PRJNA850115	SAMN29162013
GCA_032087575.1	ASM3208757v1	Pseudomonas rhodesiae					CTOTU50844		PRJNA850115	SAMN29163992
GCF_032087575.1	ASM3208757v1	Pseudomonas rhodesiae					CTOTU50844		PRJNA850115	SAMN29163992
GCA_002340035.1	ASM234003v1	Pseudomonas rhodesiae					UBA2601		PRJNA348753	SAMN06456114
GCF_002340035.1	ASM234003v1	Pseudomonas rhodesiae					UBA2601		PRJNA348753	SAMN06456114
GCA_031993805.1	ASM3199380v1	Pseudomonas rhodesiae					CTOTU48138		PRJNA850115	SAMN29160834
GCF_031993805.1	ASM3199380v1	Pseudomonas rhodesiae					CTOTU48138		PRJNA850115	SAMN29160834
GCA_041008675.1	ASM4100867v1	Pseudomonas rhodesiae		Phyllo_204					PRJNA961062	SAMN34351094
GCA_032056925.1	ASM3205692v1	Pseudomonas rhodesiae					CTOTU48728		PRJNA850115	SAMN29161353
GCF_032056925.1	ASM3205692v1	Pseudomonas rhodesiae					CTOTU48728		PRJNA850115	SAMN29161353
GCA_032062085.1	ASM3206208v1	Pseudomonas rhodesiae					CTOTU48783		PRJNA850115	SAMN29161402
GCF_032062085.1	ASM3206208v1	Pseudomonas rhodesiae					CTOTU48783		PRJNA850115	SAMN29161402
GCA_032008345.1	ASM3200834v1	Pseudomonas rhodesiae					CTOTU47483		PRJNA850115	SAMN29159905
GCA_964022015.1	ERR7163067_metabat2_117	Pseudomonas rhodesiae					ERR7163067_metabat2_117		PRJEB52365	SAMEA115172032
GCA_031998645.1	ASM3199864v1	Pseudomonas rhodesiae					CTOTU48007		PRJNA850115	SAMN29160714
GCA_032087515.1	ASM3208751v1	Pseudomonas rhodesiae					CTOTU50847		PRJNA850115	SAMN29163995
GCA_963970965.1	RA_5y_Pfl2_P36	Pseudomonas migulae					PseudoSSchier:P36		PRJEB57340	SAMEA114413535
GCA_004363635.1	ASM436363v1	Pseudomonas brenneri		BIGb0273					PRJNA501410	SAMN10361621
GCF_004363635.1	ASM436363v1	Pseudomonas brenneri		BIGb0273					PRJNA501410	SAMN10361621
GCA_001641345.1	ASM164134v1	Pseudomonas brenneri		RGCB 108					PRJNA315753	SAMN04569815
GCF_001641345.1	ASM164134v1	Pseudomonas brenneri		RGCB 108					PRJNA315753	SAMN04569815
GCA_963521945.1	ERR9968715_bin.6_MetaWRAP_v1.3_MAG	Pseudomonas brenneri					ERR9968715_bin.6_MetaWRAP_v1.3_MAG		PRJEB65351	SAMEA114444000
GCF_963521945.1	ERR9968715_bin.6_MetaWRAP_v1.3_MAG	Pseudomonas brenneri					ERR9968715_bin.6_MetaWRAP_v1.3_MAG		PRJEB65351	SAMEA114444000
GCA_963970665.1	EA_5y_Pfl1_P93	Pseudomonas trivialis					PseudoSSchier:P93		PRJEB57340	SAMEA114413511
GCA_963970755.1	EA_15y_Pfl1_P106	Pseudomonas trivialis					PseudoSSchier:P106		PRJEB57340	SAMEA114413509
GCA_963970655.1	EA_65y_Pfl1_P130	Pseudomonas trivialis					PseudoSSchier:P130		PRJEB57340	
GCA_029240295.1	ASM2924029v1	Pseudomonas orientalis					L_E1_T5_bin.8		PRJNA725542	SAMN20418651
GCA_963970985.1	RL_5y_Pfl2_36	Pseudomonas proteolytica					PseudoSSchier:36		PRJEB57340	SAMEA114413539
GCA_002027165.1	ASM202716v1	Pseudomonas ogarae		Ea RS28					PRJNA291470	SAMN06345439
GCA_044743545.1	ASM4474354v1	Pseudomonas neuropathica		NPDC087609					PRJNA1106891	SAMN43997153
GCA_044753465.1	ASM4475346v1	Pseudomonas neuropathica		NPDC088370					PRJNA1106891	SAMN43997305
